OrderID,OrderDate,CustomerID,CustomerName,CustomerEmail,Country,ProductID,ProductCategory,ProductName,Quantity,UnitPrice,TotalPrice,SalesRegion
117,2002-12-23,4484,Dr. Andrea Lopez,riosdonna@mcdaniel-gallegos.com,Kuwait,797,Electronics,Monitor,10,185.85,1858.5,North
118,2014-03-24,8491,Jane Perkins,gmiller@yahoo.com,Saint Martin,900,Sports,Treadmill,4,368.82,1475.28,West
119,2016-03-24,3640,Pamela Allen,djones@yahoo.com,Iceland,567,Sports,Basketball,5,248.65,1243.25,East
120,2006-12-23,8443,Joseph Wise,nwhite@davis-foster.com,Jersey,754,Furniture,Table,6,601.01,3606.06,North
121,2018-08-23,1712,Karen Williams MD,david62@gmail.com,Netherlands Antilles,767,Furniture,Chair,9,506.29,4556.61,North
122,2011-04-25,7361,Willie Castillo Jr.,awaters@hotmail.com,Comoros,909,Furniture,Chair,3,324.97,974.91,East
123,2014-02-25,8437,Francisco Beasley,thompsonmichelle@gmail.com,Brazil,981,Electronics,Laptop,5,535.69,2678.45,North
124,2024-01-25,8859,Tammy Zhang,rodriguezdalton@hotmail.com,Guam,779,Electronics,Camera,2,283.81,567.62,North
126,2028-10-23,1161,Juan Montoya,shawndixon@brooks-taylor.com,Egypt,699,Clothing,Shoes,9,869.9,7829.1,South
127,2001-01-25,7361,Willie Castillo Jr.,awaters@hotmail.com,Comoros,579,Furniture,Chair,1,733.76,733.76,South
128,2014-01-24,4211,Rachael Woods,washingtonsarah@yahoo.com,Sri Lanka,993,Beauty,Lotion,9,399.69,3597.21,North
129,2024-11-23,6590,Dawn Garza,stephen37@matthews.com,Palau,831,Clothing,Socks,10,595.11,5951.1,South
130,1931-05-25,5622,Aaron Cox,rmelton@hughes.info,Mauritania,782,Sports,Football,10,922.52,9225.2,West
131,2021-03-25,4804,Jenna Robinson,tolson@brown.com,Venezuela,806,Sports,Treadmill,3,710.72,2132.16,West
132,2027-12-23,4896,Paul Gonzalez,charlesmendez@hotmail.com,Australia,726,Beauty,Lotion,9,555.13,4996.17,North
133,2003-02-24,5996,Jessica Kelly,brandy96@watson.com,Turkmenistan,581,Beauty,Shampoo,6,299.12,1794.72,East
134,2012-04-25,8437,Francisco Beasley,thompsonmichelle@gmail.com,Brazil,935,Beauty,Lotion,9,227.52,2047.68,North
135,2003-08-23,3411,Ashley Lang,kimberly70@best.info,Belgium,528,Clothing,Jacket,3,574.22,1722.66,East
136,2028-08-23,1420,Hayley Fox,danaryan@jimenez.com,Faroe Islands,871,Beauty,Nail Polish,10,676.84,6768.4,South
137,2016-08-23,9938,William Rivera,randolphkathryn@curtis.biz,Mongolia,924,Sports,Basketball,1,578.26,578.26,West
138,2022-09-24,1351,Jeffrey Anderson,wallkevin@hotmail.com,French Southern Territories,673,Beauty,Shampoo,10,986.39,9863.9,North
139,2018-01-24,8352,Adam Burns,michael72@hotmail.com,Nigeria,838,Sports,Basketball,2,789.34,1578.68,West
140,2020-03-24,1355,Lindsey Peterson,james86@baldwin-pope.org,Saint Kitts and Nevis,810,Beauty,Shampoo,7,458.66,3210.62,South
142,2012-07-24,9094,Erica Martin,monica53@kim.com,Guadeloupe,599,Sports,Treadmill,5,451.52,2257.6,South
143,2017-06-25,1355,Lindsey Peterson,james86@baldwin-pope.org,Saint Kitts and Nevis,505,Sports,Tennis Racket,9,324.03,2916.27,North
144,2004-03-25,9001,Diane Lawrence,qcook@stewart.biz,Turks and Caicos Islands,905,Sports,Treadmill,9,676.05,6084.45,South
145,2026-08-24,2924,Amanda Hayden,leonard92@hotmail.com,Jersey,562,Sports,Bicycle,10,825.51,8255.1,East
146,2026-08-23,2305,Robert Hill,riverskathleen@yahoo.com,Italy,937,Electronics,Monitor,2,369.48,738.96,West
147,2015-04-25,3411,Ashley Lang,kimberly70@best.info,Belgium,619,Electronics,Smartphone,9,437.99,3941.91,West
148,2024-04-25,1349,Holly Jones,yrangel@yahoo.com,Solomon Islands,735,Beauty,Makeup,9,855.48,7699.32,South
149,2011-04-24,7361,Willie Castillo Jr.,awaters@hotmail.com,Comoros,528,Electronics,Smartphone,2,957.26,1914.52,North
150,1930-11-23,5400,Jessica Weber,mejiaalisha@gmail.com,Guinea,906,Electronics,Laptop,7,413.1,2891.7,West
151,2002-01-25,6274,Daniel Madden,qgarza@flowers.net,Armenia,649,Furniture,Bed,3,139.62,418.86,East
152,2016-06-24,2447,Mario Bates,xcraig@miller.biz,Ecuador,569,Furniture,Bed,4,471.47,1885.88,East
153,2013-01-25,9387,Benjamin Hardy,richardgraves@gmail.com,Mexico,909,Furniture,Chair,2,660.96,1321.92,North
154,2026-03-24,5851,John Flores,kristenkennedy@lane.com,Liberia,511,Sports,Basketball,3,941.12,2823.36,West
155,2029-01-24,2585,Jeffrey Chase,jillcoleman@gmail.com,Montserrat,964,Sports,Bicycle,4,510.18,2040.72,West
156,2028-02-24,8761,Sara Green,joseph01@gmail.com,Nicaragua,745,Beauty,Perfume,6,66.58,399.48,South
157,2007-02-25,3553,Lindsay Taylor,dherrera@martinez.com,Jamaica,516,Electronics,Camera,6,204.55,1227.3,North
158,2013-09-23,1540,Angela Mcdaniel,williamsalicia@gmail.com,Senegal,857,Furniture,Couch,4,919.06,3676.24,South
159,2020-08-24,1344,James Sanchez,richard00@ramirez-smith.com,Bosnia and Herzegovina,651,Electronics,Monitor,2,954.9,1909.8,West
160,2007-09-23,5808,Susan Powers,everettstephen@smith.com,Iceland,980,Clothing,Socks,10,838.53,8385.3,North
162,2027-06-24,2231,Laurie Wise,alexis07@garcia-brown.com,Cook Islands,828,Electronics,Camera,4,962.95,3851.8,East
163,2001-05-25,4319,Fred Hanson,hunttodd@taylor.org,Hungary,947,Sports,Football,9,93.71,843.39,North
165,2008-12-23,1405,Tracey Robbins,stephen58@gmail.com,Samoa,893,Clothing,Shoes,5,771.23,3856.15,North
166,2013-07-24,9895,Matthew Stark,brianguerra@blankenship.com,Libyan Arab Jamahiriya,800,Electronics,Smartphone,7,968.13,6776.91,North
167,2005-09-23,8386,Ronnie Wells,michelle25@gmail.com,Faroe Islands,682,Electronics,Smartphone,9,726.9,6542.1,South
168,2022-02-25,5851,John Flores,kristenkennedy@lane.com,Liberia,725,Clothing,Socks,5,195.9,979.5,North
169,2016-01-25,9107,Jason Miller,catherineperry@contreras.com,Palau,741,Electronics,Smartphone,8,286.51,2292.08,West
170,2026-04-24,3513,Emily Martin,danny09@gmail.com,Grenada,743,Furniture,Couch,5,557.21,2786.05,West
171,2005-08-24,7143,Timothy French,allenglass@rodriguez.com,Ireland,535,Electronics,Smartphone,3,99.14,297.42,West
172,2020-03-25,1161,Juan Montoya,shawndixon@brooks-taylor.com,Egypt,743,Beauty,Makeup,1,409.19,409.19,West
173,2003-05-24,1161,Juan Montoya,shawndixon@brooks-taylor.com,Egypt,705,Beauty,Makeup,6,908.13,5448.78,South
174,2023-09-23,2924,Amanda Hayden,leonard92@hotmail.com,Jersey,896,Clothing,Shoes,3,29.56,88.68,East
175,2009-04-25,2918,Christopher Scott,vsmith@banks.com,Gibraltar,514,Furniture,Desk,6,931.11,5586.66,East
176,2019-11-23,3477,Linda Lopez,laneapril@yahoo.com,Svalbard & Jan Mayen Islands,645,Beauty,Lotion,10,631.85,6318.5,East
177,2010-03-25,5625,Kenneth Hill,ana64@yahoo.com,Micronesia,726,Electronics,Smartphone,1,582.32,582.32,North
178,2013-09-24,5996,Jessica Kelly,brandy96@watson.com,Turkmenistan,766,Electronics,Laptop,3,316.08,948.24,North
179,2001-11-23,9388,Cheryl Stone,julie67@harris.com,Slovakia (Slovak Republic),729,Clothing,Jeans,3,257.09,771.27,North
180,2022-01-25,6466,Jerry Schneider,gcook@gmail.com,United Arab Emirates,552,Electronics,Laptop,5,654.67,3273.35,North
181,2024-10-24,1712,Karen Williams MD,david62@gmail.com,Netherlands Antilles,813,Beauty,Nail Polish,10,994.6,9946,East
182,2006-11-24,8386,Ronnie Wells,michelle25@gmail.com,Faroe Islands,893,Beauty,Shampoo,5,743.33,3716.65,North
183,2013-03-24,7107,Randall Robinson,ucarter@sanders-mccarthy.com,Senegal,556,Furniture,Chair,6,530.03,3180.18,North
184,2027-05-24,6654,Brian Mccarthy,pstout@duncan.com,Anguilla,879,Furniture,Couch,4,492.98,1971.92,East
185,2017-01-25,8491,Jane Perkins,gmiller@yahoo.com,Saint Martin,962,Electronics,Camera,1,930.52,930.52,South
186,2008-03-25,9035,Nathaniel Long,perrychristy@miller-bryant.com,Macedonia,643,Furniture,Chair,3,918.41,2755.23,South
187,2001-03-24,9703,Jeremy Baker,andrew88@brown-ortiz.com,Cuba,730,Electronics,Camera,9,144.7,1302.3,East
188,2016-03-25,7242,Benjamin Peterson,patrickchad@gmail.com,Niger,670,Furniture,Couch,9,499.82,4498.38,East
189,2022-12-24,2681,Rhonda Dunn,bishoplawrence@alvarado-turner.biz,Aruba,513,Furniture,Couch,3,586.52,1759.56,East
190,2002-09-24,4307,Matthew Espinoza,rodriguezbrandon@garcia.com,Zimbabwe,563,Sports,Tennis Racket,4,538.46,2153.84,East
191,2001-10-23,1497,Sarah Nielsen,omcdonald@scott.com,Kiribati,568,Sports,Football,10,827.22,8272.2,West
192,2024-03-24,5622,Aaron Cox,rmelton@hughes.info,Mauritania,877,Beauty,Perfume,10,400.4,4004,East
193,2001-08-24,3640,Pamela Allen,djones@yahoo.com,Iceland,509,Clothing,Socks,9,141.42,1272.78,South
194,2012-11-23,8859,Tammy Zhang,rodriguezdalton@hotmail.com,Guam,819,Beauty,Makeup,10,431.93,4319.3,East
195,2011-08-24,2924,Amanda Hayden,leonard92@hotmail.com,Jersey,652,Beauty,Nail Polish,8,798.87,6390.96,North
196,2024-11-24,9555,Angela Pierce,gerald41@hotmail.com,Ethiopia,749,Electronics,Smartphone,7,735.22,5146.54,West
197,2012-03-24,1008,Nicholas Barnes,taylorrobert@gmail.com,United Arab Emirates,768,Beauty,Lotion,5,120.68,603.4,East
198,2027-04-24,4305,Jennifer Gardner,andradetina@gmail.com,Slovakia (Slovak Republic),917,Sports,Basketball,2,951.39,1902.78,West
199,2025-05-24,5678,Lisa Williams,yadams@johnson-cruz.com,Niue,594,Furniture,Couch,8,199.82,1598.56,East
200,2017-11-24,8190,Michael Ellis,osbornedonald@yahoo.com,Saint Lucia,846,Furniture,Table,5,262.46,1312.3,North
201,2018-09-24,2610,Krista Sampson,bonnie76@michael.info,Jamaica,894,Sports,Basketball,7,465.68,3259.76,East
202,2009-12-23,9420,Brianna Yoder,holly82@clark.com,Latvia,785,Beauty,Perfume,1,460.99,460.99,North
203,2015-09-23,4655,Karen Munoz,glopez@hotmail.com,Central African Republic,942,Furniture,Desk,4,471.88,1887.52,North
204,2029-06-24,8255,Michelle Fields,yrobinson@black.biz,Isle of Man,770,Furniture,Table,2,933.85,1867.7,West
205,1931-01-24,1008,Nicholas Barnes,taylorrobert@gmail.com,United Arab Emirates,813,Furniture,Bed,7,55.69,389.83,West
206,2004-11-23,7295,Michael Johnson,wrightlaura@harris.biz,Eritrea,633,Beauty,Lotion,7,786.98,5508.86,South
207,2004-09-24,1405,Tracey Robbins,stephen58@gmail.com,Samoa,917,Electronics,Camera,3,767.75,2303.25,West
208,2025-03-25,4902,Kenneth Meyer,ryancurry@anderson-garcia.biz,Ireland,922,Beauty,Nail Polish,7,146.1,1022.7,East
209,2014-08-24,4804,Jenna Robinson,tolson@brown.com,Venezuela,862,Clothing,Socks,2,141.64,283.28,West
210,2005-08-24,2020,Melanie Gonzalez,amber03@hotmail.com,Montserrat,787,Electronics,Monitor,8,866.87,6934.96,East
211,2022-11-24,2610,Krista Sampson,bonnie76@michael.info,Jamaica,959,Beauty,Shampoo,2,830.35,1660.7,West
212,2001-01-25,1604,Tammy Miles,jamesjones@white.com,Chile,536,Beauty,Lotion,10,739.16,7391.6,North
213,2020-09-23,9001,Diane Lawrence,qcook@stewart.biz,Turks and Caicos Islands,762,Clothing,Jacket,6,410,2460,South
214,2015-06-24,5909,Sharon Ramos,muellerduane@yahoo.com,Angola,836,Sports,Basketball,9,309.14,2782.26,East
215,2021-02-24,3780,Jesse Michael,emily63@hotmail.com,Morocco,520,Sports,Tennis Racket,7,946.33,6624.31,East
216,2016-07-24,2974,Raymond Sweeney,hjohnson@yahoo.com,El Salvador,517,Electronics,Smartphone,9,225.33,2027.97,South
217,2013-03-24,4148,Gary Torres,greyes@johnson-donovan.com,Malawi,794,Clothing,T-Shirt,4,50,200,West
218,1931-10-23,1420,Hayley Fox,danaryan@jimenez.com,Faroe Islands,635,Electronics,Headphones,8,178.04,1424.32,East
219,2014-06-24,8222,Christopher Benton,kperkins@wright.com,Benin,986,Electronics,Monitor,9,796.08,7164.72,West
220,2022-08-24,3226,Ryan Finley,cwhite@smith.com,Luxembourg,766,Beauty,Makeup,2,578.55,1157.1,East
221,2001-05-24,9594,Miss Alexandra Scott,michaeljones@perez.com,Netherlands,643,Clothing,Socks,4,380.92,1523.68,South
