OrderID,OrderDate,CustomerID,CustomerName,CustomerEmail,Country,ProductID,ProductCategory,ProductName,Quantity,UnitPrice,TotalPrice,SalesRegion
22,2024-06-21,9035,Nathaniel Long,perrychristy@miller-bryant.com,Macedonia,626,Clothing,Shoes,10,133.98,1339.8,South
23,2023-08-11,1497,Sarah Nielsen,omcdonald@scott.com,Kiribati,526,Clothing,Jacket,4,903.25,3613,East
24,2024-03-22,2610,Krista Sampson,bonnie76@michael.info,Jamaica,892,Furniture,Couch,3,648.57,1945.71,West
25,2024-12-12,4809,Justin Montgomery,jack80@clark-pratt.com,Djibouti,939,Electronics,Headphones,10,542.34,5423.4,West
26,2025-02-08,9387,Benjamin Hardy,richardgraves@gmail.com,Mexico,763,Clothing,T-Shirt,6,433.91,2603.46,West
27,2024-08-04,4073,Joshua Howard,ernestpoole@williams.com,Colombia,671,Clothing,T-Shirt,8,684.93,5479.44,South
28,2023-12-02,2377,Heather Smith,kingeric@whitney.net,Burkina Faso,513,Clothing,Shoes,4,882.43,3529.72,South
29,2024-01-16,3411,Ashley Lang,kimberly70@best.info,Belgium,882,Furniture,Couch,8,75.11,600.88,West
30,2024-04-21,7107,Randall Robinson,ucarter@sanders-mccarthy.com,Senegal,513,Furniture,Chair,1,43.52,43.52,East
31,2025-05-12,2486,Scott Greene,wconrad@hotmail.com,United States of America,867,Electronics,Laptop,8,324.51,2596.08,West
32,2024-06-18,5514,Jeremiah Fowler,kirstensmith@gmail.com,Congo,950,Clothing,Jacket,3,27.85,83.55,West
33,2024-06-17,3976,Leslie Torres,hrocha@gmail.com,Niger,719,Electronics,Headphones,3,442.59,1327.77,East
34,2024-03-29,8379,David Kelley,bthomas@rios-lawson.com,Guinea,582,Sports,Basketball,9,389.6,3506.4,East
35,2024-05-24,6093,Ashley Russo,johnsmith@hotmail.com,Liberia,698,Sports,Bicycle,4,238.87,955.48,North
36,2024-12-18,2746,Jesse Krause,cookkimberly@yahoo.com,Lesotho,704,Beauty,Perfume,6,757.67,4546.02,North
37,2024-03-29,1440,Miguel Johnson,taraward@gmail.com,Estonia,652,Electronics,Monitor,8,337.62,2700.96,East
38,2024-06-14,3258,Reginald Middleton,wfletcher@gmail.com,South Georgia and the South Sandwich Islands,810,Clothing,Socks,10,823.13,8231.3,West
39,2023-10-13,5909,Sharon Ramos,muellerduane@yahoo.com,Angola,626,Clothing,T-Shirt,4,258.76,1035.04,South
40,2024-09-04,7143,Timothy French,allenglass@rodriguez.com,Ireland,532,Beauty,Lotion,3,285.78,857.34,West
41,2025-01-15,7242,Benjamin Peterson,patrickchad@gmail.com,Niger,852,Clothing,Jeans,7,780.94,5466.58,West
42,2023-09-03,8277,Kim Weaver,lambertrodney@hotmail.com,Mongolia,853,Clothing,Jeans,5,983.68,4918.4,North
43,2024-10-22,9387,Benjamin Hardy,richardgraves@gmail.com,Mexico,989,Electronics,Laptop,3,536.77,1610.31,South
44,2025-03-07,4664,Eric Olson,barreraashley@white-stone.org,Belize,576,Furniture,Chair,4,680.06,2720.24,East
45,2024-10-22,3229,Victor Vazquez,michaelscott@robertson-wilkins.biz,Australia,696,Clothing,Shoes,1,773.37,773.37,South
46,2023-08-30,4717,Emily Phillips,laura35@yahoo.com,Armenia,733,Electronics,Camera,5,218.4,1092,South
47,2023-10-24,9090,Michael Myers,jodisandoval@yahoo.com,Vanuatu,970,Beauty,Perfume,1,490.07,490.07,East
48,2024-01-04,9991,Tyler Chapman,jasonsmith@yahoo.com,Afghanistan,986,Electronics,Monitor,10,293.3,2933,North
49,2024-04-06,8341,Nathaniel Johns,francisco29@ward.info,Macedonia,891,Sports,Treadmill,3,691.06,2073.18,West
50,2025-02-12,7890,Whitney Stewart,jonathan28@meadows.com,Barbados,589,Furniture,Bed,6,756.67,4540.02,North
51,2023-09-04,6891,Mark West,patricia36@steele.com,Japan,985,Electronics,Monitor,5,345.32,1726.6,West
52,2023-12-22,3732,Karen Young,lzuniga@hotmail.com,Saint Barthelemy,526,Beauty,Makeup,1,464.35,464.35,West
53,2024-11-12,8588,Ellen Horton,ybaker@robinson-murphy.com,Mauritania,988,Beauty,Makeup,2,575.61,1151.22,South
54,2024-03-19,2482,Antonio Davis,dana59@villegas-moore.com,Botswana,942,Beauty,Makeup,3,721.04,2163.12,South
55,2023-08-02,5048,Frank Chandler,tammyhoover@bender-ferguson.biz,Mayotte,655,Clothing,Socks,9,651.9,5867.1,West
56,2025-05-30,2132,Alicia Cannon,qbrown@decker.org,Pitcairn Islands,562,Beauty,Nail Polish,1,334.55,334.55,South
57,2023-07-31,9887,Arthur Cortez,denise15@yahoo.com,French Polynesia,607,Electronics,Monitor,3,640.71,1922.13,North
58,2024-03-19,7242,Benjamin Peterson,patrickchad@gmail.com,Niger,611,Clothing,Jacket,7,76.7,536.9,South
59,2024-05-19,8859,Tammy Zhang,rodriguezdalton@hotmail.com,Guam,934,Clothing,Shoes,7,812.35,5686.45,North
60,2024-11-23,9895,Matthew Stark,brianguerra@blankenship.com,Libyan Arab Jamahiriya,596,Beauty,Makeup,6,345.78,2074.68,West
61,2024-12-10,9001,Diane Lawrence,qcook@stewart.biz,Turks and Caicos Islands,788,Clothing,Jacket,1,730.58,730.58,East
62,2024-07-13,6466,Jerry Schneider,gcook@gmail.com,United Arab Emirates,501,Clothing,Shoes,7,827.42,5791.94,East
63,2025-03-07,1008,Nicholas Barnes,taylorrobert@gmail.com,United Arab Emirates,608,Clothing,Jeans,10,253.73,2537.3,North
64,2024-07-04,4717,Emily Phillips,laura35@yahoo.com,Armenia,945,Electronics,Smartphone,8,902.94,7223.52,South
65,2024-07-19,4902,Kenneth Meyer,ryancurry@anderson-garcia.biz,Ireland,895,Sports,Treadmill,2,844.73,1689.46,West
66,2025-05-08,3640,Pamela Allen,djones@yahoo.com,Iceland,598,Beauty,Nail Polish,10,352.35,3523.5,South
67,2024-05-08,4475,Andrea Turner,sellersamanda@burke-rangel.info,Saudi Arabia,543,Beauty,Lotion,2,823.44,1646.88,North
68,2024-09-19,8443,Joseph Wise,nwhite@davis-foster.com,Jersey,601,Clothing,Jacket,10,310.76,3107.6,West
69,2024-10-20,5174,Larry Mack,barnesjennifer@kennedy-porter.org,Croatia,684,Electronics,Headphones,6,911.07,5466.42,East
70,2023-08-08,3226,Ryan Finley,cwhite@smith.com,Luxembourg,744,Sports,Bicycle,4,924.11,3696.44,North
71,2025-03-07,6883,Tamara Perez,jacksonjames@gmail.com,Nigeria,632,Clothing,T-Shirt,3,207.15,621.45,South
72,2024-01-30,3411,Ashley Lang,kimberly70@best.info,Belgium,704,Beauty,Lotion,10,692.29,6922.9,West
73,2024-05-04,3335,Justin Ellis,amybentley@keith.biz,Estonia,862,Sports,Tennis Racket,6,601.56,3609.36,South
74,2024-11-13,5092,Kevin Morse PhD,xoliver@tanner.com,Palau,808,Furniture,Desk,2,796.44,1592.88,North
75,2025-03-20,9001,Diane Lawrence,qcook@stewart.biz,Turks and Caicos Islands,746,Clothing,Jeans,7,892.03,6244.21,North
76,2024-03-08,4804,Jenna Robinson,tolson@brown.com,Venezuela,546,Beauty,Nail Polish,5,976.12,4880.6,North
77,2024-05-19,3553,Lindsay Taylor,dherrera@martinez.com,Jamaica,947,Furniture,Chair,10,992.81,9928.1,South
78,2024-01-14,3607,Jonathan Wood,brownkimberly@hotmail.com,Djibouti,644,Clothing,T-Shirt,6,736.72,4420.32,West
79,2024-04-10,9107,Jason Miller,catherineperry@contreras.com,Palau,616,Electronics,Smartphone,8,397.09,3176.72,East
80,2024-10-06,5061,Dennis Carey,bailey62@yahoo.com,Norfolk Island,958,Clothing,Jacket,1,829.97,829.97,East
81,2024-09-15,5043,Cheryl Young,jmoreno@morales.info,Belgium,688,Sports,Treadmill,2,952.37,1904.74,North
82,2024-12-05,1420,Hayley Fox,danaryan@jimenez.com,Faroe Islands,638,Clothing,T-Shirt,9,918.74,8268.66,East
83,2025-03-14,9583,David Farley,mirandapeterson@fisher.info,Afghanistan,906,Furniture,Table,8,360.15,2881.2,West
84,2024-08-17,3553,Lindsay Taylor,dherrera@martinez.com,Jamaica,894,Sports,Treadmill,7,851.76,5962.32,West
85,2024-05-08,1497,Sarah Nielsen,omcdonald@scott.com,Kiribati,955,Sports,Bicycle,4,94.98,379.92,South
86,2024-08-23,6031,Stephanie Lewis,ronaldcannon@gmail.com,Korea,841,Clothing,Shoes,6,771.31,4627.86,North
87,2025-06-01,2672,Annette Phillips,aaron27@yahoo.com,Guadeloupe,901,Electronics,Monitor,10,823.49,8234.9,East
88,2025-01-15,9326,Cynthia Monroe,adammyers@marsh.com,Nauru,981,Sports,Bicycle,9,721.52,6493.68,West
89,2024-11-22,4148,Gary Torres,greyes@johnson-donovan.com,Malawi,980,Electronics,Laptop,9,772.78,6955.02,West
90,2023-09-27,8604,Timothy Henson,sarah52@reed.org,Mayotte,795,Clothing,Jeans,10,104.87,1048.7,West
91,2024-04-24,4763,Christopher James,beverlyrodriguez@lawson.com,Tunisia,526,Sports,Basketball,10,250.24,2502.4,North
92,2024-02-18,2377,Heather Smith,kingeric@whitney.net,Burkina Faso,631,Furniture,Table,7,616.45,4315.15,East
93,2023-10-06,5808,Susan Powers,everettstephen@smith.com,Iceland,959,Beauty,Nail Polish,5,69.69,348.45,West
94,2024-05-12,8942,Dean Russell,robert06@hines.com,Belarus,805,Clothing,Shoes,3,747.4,2242.2,West
95,2024-05-24,8491,Jane Perkins,gmiller@yahoo.com,Saint Martin,752,Furniture,Chair,1,200.94,200.94,North
96,2025-06-01,5357,Christopher Hill,jacob63@day.com,Japan,528,Clothing,Shoes,9,826.7,7440.3,West
97,2023-10-24,7625,Toni Hernandez,scotttracy@gmail.com,Trinidad and Tobago,995,Sports,Bicycle,10,636.71,6367.1,South
98,2025-01-30,2734,Erica Brown,webermolly@gilmore-andrews.net,Libyan Arab Jamahiriya,995,Beauty,Makeup,3,793.78,2381.34,North
99,2023-11-29,7351,Joshua Rojas,joneserica@smith-guzman.com,Lebanon,613,Electronics,Headphones,1,810.39,810.39,North
100,2025-05-09,2746,Jesse Krause,cookkimberly@yahoo.com,Lesotho,963,Furniture,Bed,4,922.93,3691.72,West
101,2025-05-23,6466,Jerry Schneider,gcook@gmail.com,United Arab Emirates,708,Furniture,Desk,1,809.85,809.85,East
102,2025-02-25,2672,Annette Phillips,aaron27@yahoo.com,Guadeloupe,815,Electronics,Laptop,1,731.11,731.11,East
103,2025-04-06,8305,Wayne Stokes,brendaclark@castillo-delgado.com,Mali,807,Furniture,Bed,9,918.82,8269.38,West
104,2023-09-24,8433,Jacob Norris,mariachang@nguyen.com,South Georgia and the South Sandwich Islands,830,Beauty,Nail Polish,9,774.86,6973.74,North
105,2025-04-16,3226,Ryan Finley,cwhite@smith.com,Luxembourg,837,Clothing,Jeans,5,145.85,729.25,South
106,2023-10-31,2734,Erica Brown,webermolly@gilmore-andrews.net,Libyan Arab Jamahiriya,823,Electronics,Monitor,9,714.17,6427.53,North
107,2024-04-02,1351,Jeffrey Anderson,wallkevin@hotmail.com,French Southern Territories,572,Clothing,Jacket,9,883.37,7950.33,West
108,2024-02-13,9326,Cynthia Monroe,adammyers@marsh.com,Nauru,913,Sports,Bicycle,2,913.53,1827.06,South
109,2023-11-23,7494,Christopher Leon,margaretburnett@rivera.com,New Zealand,800,Sports,Tennis Racket,3,214.44,643.32,North
110,2024-07-19,8588,Ellen Horton,ybaker@robinson-murphy.com,Mauritania,792,Electronics,Headphones,3,977.41,2932.23,South
111,2025-05-12,1712,Karen Williams MD,david62@gmail.com,Netherlands Antilles,962,Beauty,Lotion,10,510.61,5106.1,East
112,2024-11-01,9991,Tyler Chapman,jasonsmith@yahoo.com,Afghanistan,743,Clothing,Jeans,1,191.07,191.07,East
113,2024-12-19,2884,Lorraine Kim,morgandeborah@hotmail.com,Venezuela,807,Clothing,Jacket,6,480.29,2881.74,North
114,2025-04-13,8859,Tammy Zhang,rodriguezdalton@hotmail.com,Guam,679,Clothing,Jeans,7,380.48,2663.36,East
115,2025-01-17,2672,Annette Phillips,aaron27@yahoo.com,Guadeloupe,639,Electronics,Monitor,7,461.5,3230.5,North
116,2023-12-02,4484,Dr. Andrea Lopez,riosdonna@mcdaniel-gallegos.com,Kuwait,797,Electronics,Monitor,10,185.85,1858.5,North
117,2024-03-14,8491,Jane Perkins,gmiller@yahoo.com,Saint Martin,900,Sports,Treadmill,4,368.82,1475.28,West
118,2024-03-16,3640,Pamela Allen,djones@yahoo.com,Iceland,567,Sports,Basketball,5,248.65,1243.25,East
119,2023-12-06,8443,Joseph Wise,nwhite@davis-foster.com,Jersey,754,Furniture,Table,6,601.01,3606.06,North
120,2023-08-18,1712,Karen Williams MD,david62@gmail.com,Netherlands Antilles,767,Furniture,Chair,9,506.29,4556.61,North
121,2025-04-11,7361,Willie Castillo Jr.,awaters@hotmail.com,Comoros,909,Furniture,Chair,3,324.97,974.91,East
122,2025-02-14,8437,Francisco Beasley,thompsonmichelle@gmail.com,Brazil,981,Electronics,Laptop,5,535.69,2678.45,North
123,2025-01-24,8859,Tammy Zhang,rodriguezdalton@hotmail.com,Guam,779,Electronics,Camera,2,283.81,567.62,North
124,2023-10-28,1161,Juan Montoya,shawndixon@brooks-taylor.com,Egypt,699,Clothing,Shoes,9,869.9,7829.1,South
125,2025-01-01,7361,Willie Castillo Jr.,awaters@hotmail.com,Comoros,579,Furniture,Chair,1,733.76,733.76,South
126,2024-01-14,4211,Rachael Woods,washingtonsarah@yahoo.com,Sri Lanka,993,Beauty,Lotion,9,399.69,3597.21,North
127,2023-11-24,6590,Dawn Garza,stephen37@matthews.com,Palau,831,Clothing,Socks,10,595.11,5951.1,South
128,2025-05-31,5622,Aaron Cox,rmelton@hughes.info,Mauritania,782,Sports,Football,10,922.52,9225.2,West
129,2025-03-21,4804,Jenna Robinson,tolson@brown.com,Venezuela,806,Sports,Treadmill,3,710.72,2132.16,West
130,2023-12-27,4896,Paul Gonzalez,charlesmendez@hotmail.com,Australia,726,Beauty,Lotion,9,555.13,4996.17,North
131,2024-02-03,5996,Jessica Kelly,brandy96@watson.com,Turkmenistan,581,Beauty,Shampoo,6,299.12,1794.72,East
132,2025-04-12,8437,Francisco Beasley,thompsonmichelle@gmail.com,Brazil,935,Beauty,Lotion,9,227.52,2047.68,North
133,2023-08-03,3411,Ashley Lang,kimberly70@best.info,Belgium,528,Clothing,Jacket,3,574.22,1722.66,East
134,2023-08-28,1420,Hayley Fox,danaryan@jimenez.com,Faroe Islands,871,Beauty,Nail Polish,10,676.84,6768.4,South
135,2023-08-16,9938,William Rivera,randolphkathryn@curtis.biz,Mongolia,924,Sports,Basketball,1,578.26,578.26,West
136,2024-09-22,1351,Jeffrey Anderson,wallkevin@hotmail.com,French Southern Territories,673,Beauty,Shampoo,10,986.39,9863.9,North
137,2024-01-18,8352,Adam Burns,michael72@hotmail.com,Nigeria,838,Sports,Basketball,2,789.34,1578.68,West
138,2024-03-20,1355,Lindsey Peterson,james86@baldwin-pope.org,Saint Kitts and Nevis,810,Beauty,Shampoo,7,458.66,3210.62,South
139,2024-07-12,9094,Erica Martin,monica53@kim.com,Guadeloupe,599,Sports,Treadmill,5,451.52,2257.6,South
140,2025-06-17,1355,Lindsey Peterson,james86@baldwin-pope.org,Saint Kitts and Nevis,505,Sports,Tennis Racket,9,324.03,2916.27,North
141,2025-03-04,9001,Diane Lawrence,qcook@stewart.biz,Turks and Caicos Islands,905,Sports,Treadmill,9,676.05,6084.45,South
142,2024-08-26,2924,Amanda Hayden,leonard92@hotmail.com,Jersey,562,Sports,Bicycle,10,825.51,8255.1,East
143,2023-08-26,2305,Robert Hill,riverskathleen@yahoo.com,Italy,937,Electronics,Monitor,2,369.48,738.96,West
144,2025-04-15,3411,Ashley Lang,kimberly70@best.info,Belgium,619,Electronics,Smartphone,9,437.99,3941.91,West
145,2025-04-24,1349,Holly Jones,yrangel@yahoo.com,Solomon Islands,735,Beauty,Makeup,9,855.48,7699.32,South
146,2024-04-11,7361,Willie Castillo Jr.,awaters@hotmail.com,Comoros,528,Electronics,Smartphone,2,957.26,1914.52,North
147,2023-11-30,5400,Jessica Weber,mejiaalisha@gmail.com,Guinea,906,Electronics,Laptop,7,413.1,2891.7,West
148,2025-01-02,6274,Daniel Madden,qgarza@flowers.net,Armenia,649,Furniture,Bed,3,139.62,418.86,East
149,2024-06-16,2447,Mario Bates,xcraig@miller.biz,Ecuador,569,Furniture,Bed,4,471.47,1885.88,East
150,2025-01-13,9387,Benjamin Hardy,richardgraves@gmail.com,Mexico,909,Furniture,Chair,2,660.96,1321.92,North
151,2024-03-26,5851,John Flores,kristenkennedy@lane.com,Liberia,511,Sports,Basketball,3,941.12,2823.36,West
152,2024-01-29,2585,Jeffrey Chase,jillcoleman@gmail.com,Montserrat,964,Sports,Bicycle,4,510.18,2040.72,West
153,2024-02-28,8761,Sara Green,joseph01@gmail.com,Nicaragua,745,Beauty,Perfume,6,66.58,399.48,South
154,2025-02-07,3553,Lindsay Taylor,dherrera@martinez.com,Jamaica,516,Electronics,Camera,6,204.55,1227.3,North
155,2023-09-13,1540,Angela Mcdaniel,williamsalicia@gmail.com,Senegal,857,Furniture,Couch,4,919.06,3676.24,South
156,2024-08-20,1344,James Sanchez,richard00@ramirez-smith.com,Bosnia and Herzegovina,651,Electronics,Monitor,2,954.9,1909.8,West
157,2023-09-07,5808,Susan Powers,everettstephen@smith.com,Iceland,980,Clothing,Socks,10,838.53,8385.3,North
158,2024-06-27,2231,Laurie Wise,alexis07@garcia-brown.com,Cook Islands,828,Electronics,Camera,4,962.95,3851.8,East
159,2025-05-01,4319,Fred Hanson,hunttodd@taylor.org,Hungary,947,Sports,Football,9,93.71,843.39,North
160,2023-12-08,1405,Tracey Robbins,stephen58@gmail.com,Samoa,893,Clothing,Shoes,5,771.23,3856.15,North
161,2024-07-13,9895,Matthew Stark,brianguerra@blankenship.com,Libyan Arab Jamahiriya,800,Electronics,Smartphone,7,968.13,6776.91,North
162,2023-09-05,8386,Ronnie Wells,michelle25@gmail.com,Faroe Islands,682,Electronics,Smartphone,9,726.9,6542.1,South
163,2025-02-22,5851,John Flores,kristenkennedy@lane.com,Liberia,725,Clothing,Socks,5,195.9,979.5,North
164,2025-01-16,9107,Jason Miller,catherineperry@contreras.com,Palau,741,Electronics,Smartphone,8,286.51,2292.08,West
165,2024-04-26,3513,Emily Martin,danny09@gmail.com,Grenada,743,Furniture,Couch,5,557.21,2786.05,West
166,2024-08-05,7143,Timothy French,allenglass@rodriguez.com,Ireland,535,Electronics,Smartphone,3,99.14,297.42,West
167,2025-03-20,1161,Juan Montoya,shawndixon@brooks-taylor.com,Egypt,743,Beauty,Makeup,1,409.19,409.19,West
168,2024-05-03,1161,Juan Montoya,shawndixon@brooks-taylor.com,Egypt,705,Beauty,Makeup,6,908.13,5448.78,South
169,2023-09-23,2924,Amanda Hayden,leonard92@hotmail.com,Jersey,896,Clothing,Shoes,3,29.56,88.68,East
170,2025-04-09,2918,Christopher Scott,vsmith@banks.com,Gibraltar,514,Furniture,Desk,6,931.11,5586.66,East
171,2023-11-19,3477,Linda Lopez,laneapril@yahoo.com,Svalbard & Jan Mayen Islands,645,Beauty,Lotion,10,631.85,6318.5,East
172,2025-03-10,5625,Kenneth Hill,ana64@yahoo.com,Micronesia,726,Electronics,Smartphone,1,582.32,582.32,North
173,2024-09-13,5996,Jessica Kelly,brandy96@watson.com,Turkmenistan,766,Electronics,Laptop,3,316.08,948.24,North
174,2023-11-01,9388,Cheryl Stone,julie67@harris.com,Slovakia (Slovak Republic),729,Clothing,Jeans,3,257.09,771.27,North
175,2025-01-22,6466,Jerry Schneider,gcook@gmail.com,United Arab Emirates,552,Electronics,Laptop,5,654.67,3273.35,North
176,2024-10-24,1712,Karen Williams MD,david62@gmail.com,Netherlands Antilles,813,Beauty,Nail Polish,10,994.6,9946,East
177,2024-11-06,8386,Ronnie Wells,michelle25@gmail.com,Faroe Islands,893,Beauty,Shampoo,5,743.33,3716.65,North
178,2024-03-13,7107,Randall Robinson,ucarter@sanders-mccarthy.com,Senegal,556,Furniture,Chair,6,530.03,3180.18,North
179,2024-05-27,6654,Brian Mccarthy,pstout@duncan.com,Anguilla,879,Furniture,Couch,4,492.98,1971.92,East
180,2025-01-17,8491,Jane Perkins,gmiller@yahoo.com,Saint Martin,962,Electronics,Camera,1,930.52,930.52,South
181,2025-03-08,9035,Nathaniel Long,perrychristy@miller-bryant.com,Macedonia,643,Furniture,Chair,3,918.41,2755.23,South
182,2024-03-01,9703,Jeremy Baker,andrew88@brown-ortiz.com,Cuba,730,Electronics,Camera,9,144.7,1302.3,East
183,2025-03-16,7242,Benjamin Peterson,patrickchad@gmail.com,Niger,670,Furniture,Couch,9,499.82,4498.38,East
184,2024-12-22,2681,Rhonda Dunn,bishoplawrence@alvarado-turner.biz,Aruba,513,Furniture,Couch,3,586.52,1759.56,East
185,2024-09-02,4307,Matthew Espinoza,rodriguezbrandon@garcia.com,Zimbabwe,563,Sports,Tennis Racket,4,538.46,2153.84,East
186,2023-10-01,1497,Sarah Nielsen,omcdonald@scott.com,Kiribati,568,Sports,Football,10,827.22,8272.2,West
187,2024-03-24,5622,Aaron Cox,rmelton@hughes.info,Mauritania,877,Beauty,Perfume,10,400.4,4004,East
188,2024-08-01,3640,Pamela Allen,djones@yahoo.com,Iceland,509,Clothing,Socks,9,141.42,1272.78,South
189,2023-11-12,8859,Tammy Zhang,rodriguezdalton@hotmail.com,Guam,819,Beauty,Makeup,10,431.93,4319.3,East
190,2024-08-11,2924,Amanda Hayden,leonard92@hotmail.com,Jersey,652,Beauty,Nail Polish,8,798.87,6390.96,North
191,2024-11-24,9555,Angela Pierce,gerald41@hotmail.com,Ethiopia,749,Electronics,Smartphone,7,735.22,5146.54,West
192,2024-03-12,1008,Nicholas Barnes,taylorrobert@gmail.com,United Arab Emirates,768,Beauty,Lotion,5,120.68,603.4,East
193,2024-04-27,4305,Jennifer Gardner,andradetina@gmail.com,Slovakia (Slovak Republic),917,Sports,Basketball,2,951.39,1902.78,West
194,2024-05-25,5678,Lisa Williams,yadams@johnson-cruz.com,Niue,594,Furniture,Couch,8,199.82,1598.56,East
195,2024-11-17,8190,Michael Ellis,osbornedonald@yahoo.com,Saint Lucia,846,Furniture,Table,5,262.46,1312.3,North
196,2024-09-18,2610,Krista Sampson,bonnie76@michael.info,Jamaica,894,Sports,Basketball,7,465.68,3259.76,East
197,2023-12-09,9420,Brianna Yoder,holly82@clark.com,Latvia,785,Beauty,Perfume,1,460.99,460.99,North
198,2023-09-15,4655,Karen Munoz,glopez@hotmail.com,Central African Republic,942,Furniture,Desk,4,471.88,1887.52,North
199,2024-06-29,8255,Michelle Fields,yrobinson@black.biz,Isle of Man,770,Furniture,Table,2,933.85,1867.7,West
200,2024-01-31,1008,Nicholas Barnes,taylorrobert@gmail.com,United Arab Emirates,813,Furniture,Bed,7,55.69,389.83,West
201,2023-11-04,7295,Michael Johnson,wrightlaura@harris.biz,Eritrea,633,Beauty,Lotion,7,786.98,5508.86,South
202,2024-09-04,1405,Tracey Robbins,stephen58@gmail.com,Samoa,917,Electronics,Camera,3,767.75,2303.25,West
203,2025-03-25,4902,Kenneth Meyer,ryancurry@anderson-garcia.biz,Ireland,922,Beauty,Nail Polish,7,146.1,1022.7,East
204,2024-08-14,4804,Jenna Robinson,tolson@brown.com,Venezuela,862,Clothing,Socks,2,141.64,283.28,West
205,2024-08-05,2020,Melanie Gonzalez,amber03@hotmail.com,Montserrat,787,Electronics,Monitor,8,866.87,6934.96,East
206,2024-11-22,2610,Krista Sampson,bonnie76@michael.info,Jamaica,959,Beauty,Shampoo,2,830.35,1660.7,West
207,2025-01-01,1604,Tammy Miles,jamesjones@white.com,Chile,536,Beauty,Lotion,10,739.16,7391.6,North
208,2023-09-20,9001,Diane Lawrence,qcook@stewart.biz,Turks and Caicos Islands,762,Clothing,Jacket,6,410,2460,South
209,2024-06-15,5909,Sharon Ramos,muellerduane@yahoo.com,Angola,836,Sports,Basketball,9,309.14,2782.26,East
210,2024-02-21,3780,Jesse Michael,emily63@hotmail.com,Morocco,520,Sports,Tennis Racket,7,946.33,6624.31,East
211,2024-07-16,2974,Raymond Sweeney,hjohnson@yahoo.com,El Salvador,517,Electronics,Smartphone,9,225.33,2027.97,South
212,2024-03-13,4148,Gary Torres,greyes@johnson-donovan.com,Malawi,794,Clothing,T-Shirt,4,50,200,West
213,2023-10-31,1420,Hayley Fox,danaryan@jimenez.com,Faroe Islands,635,Electronics,Headphones,8,178.04,1424.32,East
214,2024-06-14,8222,Christopher Benton,kperkins@wright.com,Benin,986,Electronics,Monitor,9,796.08,7164.72,West
215,2024-08-22,3226,Ryan Finley,cwhite@smith.com,Luxembourg,766,Beauty,Makeup,2,578.55,1157.1,East
216,2024-05-01,9594,Miss Alexandra Scott,michaeljones@perez.com,Netherlands,643,Clothing,Socks,4,380.92,1523.68,South
